"source_line","risk","gate","route","size","impact","context","title"
"440","2","none","auto","S","8","jd-ledger","Put Retry on the stalled-analyzing banner"
"442","2","none","auto","S","8","jd-library-core","Archive a JD from the library, not only the public page"
"444","2","none","auto","S","8","jd-library-core","CAS JD edits on title+body so a title-only overwrite 409s"
"460","2","none","auto","S","8","jobs-ai-coach-fit","Persist Agent-fit spec edits without dispatching a hire"
"461","2","none","auto","S","8","jobs-ai-coach-fit","Give the salary pattern a grounded-band review handoff"
"471","2","none","auto","S","8","jobs-intake","Pass structured Job.requirements into keyword coverage"
"477","2","none","auto","S","8","jobs-rediscovery","Page GET rediscover past REDISCOVER_LIMIT so +N more is reachable"
"479","2","none","auto","S","8","jobs-rediscovery","Batch-add the visible silver-medalist page to the pipeline"
"488","2","none","auto","S","8","org-management-api","Persist the org-invite mint limiter across workers"
"499","2","none","auto","S","8","architecture-diagrams-explorer","List remaining <<gap>> nodes on the diagrams page"
"502","2","none","auto","S","8","dev-inspector","Offer a vscode://file copy of the inspected loc"
"504","2","none","auto","S","8","dev-inspector","Keyboard-only inspect: Tab through data-loc hosts while armed"
"512","2","none","auto","S","8","hiring-pipeline-config","Confirm before an Enterprise preset rewrites the board"
"522","2","none","auto","S","8","ops-setup-scripts","Stamp a SHA-256 on db-dump and refuse a load whose checksum drifted"
"523","2","none","auto","S","8","ops-setup-scripts","Authenticate seed-group-eval-seals so a gated UAT box can actually seal"
"526","2","none","auto","S","8","platform-admin-ops","Bound afterResponse tasks with a timeout so a hung ack cannot pin the process"
"537","2","none","auto","S","8","release-pipeline","Fail --check when the current CHANGELOG section is a stub over feat commits"
"547","2","none","auto","S","8","security-agent-gates","Refuse dispatch writes under data/ so an agent cannot touch the operator SQLite"
"555","2","none","auto","S","8","workspace-member-admin","Disable the org-remove confirm until the blast-radius preview has loaded"
"560","2","none","auto","S","8","chat-markdown-icons","Pause transcript autoscroll when the operator reads history"
"563","2","none","auto","S","8","group-eval-shared","Detect robustness from scheme inequality, not notes"
"566","2","none","auto","S","8","i18n-locale-resolution","Degrade getRequestConfig when a catalog import fails"
"569","2","none","auto","S","8","match-presentation-components","Draw the confidence interval on Bar"
"577","2","none","auto","S","8","member-ui-helpers","Expose last-owner remaining for the member editor"
"584","2","none","auto","S","8","pipeline-entry-types","Parse isScoreStale timestamps with Date.parse"
"593","2","none","auto","S","8","shared-api-utilities","Deadline afterResponse tasks"
"595","2","none","auto","S","8","shared-client-hooks","Abort in-flight infinite-scroll fetches"
"596","2","none","auto","S","8","shared-client-hooks","Time out hung useJsonFetch requests"
"599","2","none","auto","S","8","eval-voice","Add packet-loss and jitter probes to voice-eval audio.py"
"603","2","none","auto","S","8","interview-lab-harness","Keep the last lab run's metrics when switching A/B providers"
"604","2","none","auto","S","8","interview-lab-harness","Offer de/fr in the lab language picker, not only Czech and English"
"605","2","none","auto","S","8","interview-portal","Hand the live-complete card the same /status CTA the SSR path has"
"606","2","none","auto","S","8","interview-portal","Orient a reconnecting candidate when the prior attempt finalized failed"
"609","2","none","auto","S","8","voice-interview-api","Cap /create and /simulate request bodies like /connect already does"
"610","2","none","auto","S","8","voice-interview-api","Localize simulate demo candidate and role labels"
"619","2","none","auto","S","8","voice-interview-session","Treat English tech loanwords as indeterminate in language-lock"
"620","2","none","auto","S","8","voice-interview-session","Sanitize candidateLabel before interpolating it into the EL brief"
"622","2","none","auto","S","8","voice-provider-io","Treat IPv6 unique-local hosts as self-hosted for billing"
"627","2","none","auto","S","8","app-shell-brand","Confirm SignOutButton when a real session exists"
"628","2","none","auto","S","8","app-shell-brand","Surface AiDisclosure fetch failure on the sim tab"
"642","2","none","auto","S","8","shell-companion","Deep-link accepted proposal outcomes to Tasks"
"643","2","none","auto","S","8","shell-companion","Put a connect-memory action on the memory-off line"
"646","2","none","auto","S","8","shell-companion-voice","Persist the held voice position across reloads"
"647","2","none","auto","S","8","shell-companion-voice","Bind Space to play/stop on the focused voice window"
"650","2","none","auto","S","8","shell-nav","Add feedback categories bug, idea, and praise"
"652","2","none","auto","S","8","shell-nav","Announce attention-badge count changes on a live region"
"653","2","none","auto","S","8","shell-nav","Persist the last-previewed nav section across reloads"
"660","2","none","auto","S","8","shell-setup-pipeline","Add a high-volume screening funnel preset"
"667","2","none","auto","S","8","shell-setup-wizard","Accept pasted multi-email lists in InviteEditor"
"670","2","none","auto","S","8","shell-simulation-dock","Route the public-demo Get Started CTA through enterWorkspace"
"675","2","none","auto","S","8","shell-simulation-engine","Run the schedule-invite walk through okJson like every other write"
"685","2","none","auto","S","8","spark-about-illustrations","Add an Open-in-product CTA on CasesPreview"
"686","2","none","auto","S","8","spark-about-illustrations","Add a shared Open-in-product footer to preview chrome"
"689","2","none","auto","S","8","spark-feature-showcase","Pin the matching feature spotlight from each Proof card"
"698","2","none","auto","S","8","spark-trust-market","Migrate CzMap and MetricToggle to useStillMotion"
"703","2","none","auto","S","8","workspace-command-palette","Keep pause and stop tour actions in the palette while a run is live"
"710","2","none","auto","S","8","workspace-shell-core","Surface engine-availability unknown on the workspace chrome"
"449","2","none","auto","M","10","jd-public-detail-page","Emit schema.org JobPosting JSON-LD on live public JDs"
"3","2","none","auto","M","9","agents-api","Serve per-agent activity from the unused listAgentActivity store"
"15","2","none","auto","M","9","companion-appmaster","Implement companion_cli --reindex from the tree"
"34","2","none","auto","M","9","models-keys-and-routing","Apply the measured winner onto the routing pin"
"71","2","none","auto","M","9","analytics-dashboard","Job selector that scopes the whole Analytics tab to one req"
"100","2","none","auto","M","9","billing-api","Return open billing alerts on GET /api/billing"
"105","2","none","auto","M","9","billing-plan-and-spend","Surface the billing_alerts worklist on the Billing tab"
"118","2","none","auto","M","9","application-status-page","Surface next-action links for interview and offer on the status page"
"144","2","none","auto","M","9","candidate-rediscovery","Dedupe the rediscovery pool so a profile and its source CV rank once"
"173","2","none","auto","M","9","matrix-grid","Paint cell confidence and unproven on the fit grid"
"174","2","none","auto","M","9","matrix-grid","Deep-link coverage-gap roles to rediscovery and winnability"
"195","2","none","auto","M","9","gdpr-data-erasure-page","Keep a spent erasure token resolvable so a refresh still confirms the wipe"
"203","2","none","auto","M","9","cv-analysis-api","Page listAnalyses with offset/cursor and a real total"
"208","2","none","auto","M","9","cv-analysis-archetypes","Compute potential_score on the CV-analysis v2Profile dump"
"268","2","none","auto","M","9","feedback-status-primitives","Add a ConfirmDialog primitive on the shared Modal stack"
"271","2","none","auto","M","9","form-controls","Add a Field primitive that owns label, hint, error, and describedby"
"276","2","none","auto","M","9","table-components","Derive TableStatus WIRED from every sort or filter call site"
"281","2","none","auto","M","9","ui-recipes-and-layout","Add the TABLE recipe Analytics tables still re-type"
"285","2","none","auto","M","9","casesim-evaluator","Gate eval_round on the committed promote-gate round"
"291","2","none","auto","M","9","devcase-candidate-apply","Give candidates a status page keyed on the opaque submission reference"
"293","2","none","auto","M","9","devcase-core","Localize the deterministic seed README and DECISIONS template"
"296","2","none","auto","M","9","devcase-eval","Drive student-case sim from the persisted assignment scenario"
"302","2","none","auto","M","9","devcase-lifecycle-api","Write close wrap-up notes through the comms translator"
"327","2","none","auto","M","9","tests-devcase","Add observed Live Work event streams to the fairness gate"
"334","2","none","auto","M","9","autonomy-control-room","List pipeline screening and offer gates beside assignment gates"
"338","2","none","auto","M","9","decisions-review-ui","Collect a sealed rationale on ledger and batch reject"
"339","2","none","auto","M","9","decisions-review-ui","Expose the screen-wave holdout percent in Rules and the wave modal"
"342","2","none","auto","M","9","group-eval-comparison","Fold stored interview scorecards into the comparison table"
"349","2","none","auto","M","9","pipeline-actions-commands","Rank command-bar reject/advance on canonicalScore"
"350","2","none","auto","M","9","pipeline-actions-commands","Localize command parse so catalog examples actually run"
"352","2","none","auto","M","9","pipeline-actions-commands","Exclude fairness-protected archetypes from reject_below"
"363","2","none","auto","M","9","pipeline-board-ui","Wire selectMode onto subway beads"
"392","2","none","auto","M","9","candidate-self-scheduling-page","Show candidate and interviewer zones on every slot chip"
"398","2","none","auto","M","9","interview-scheduling-api","Stamp human-round invites with interview length, not the 5-min screen"
"399","2","none","auto","M","9","schedule-calendar-invites","One-click retry on failed and orphaned calendar chips"
"412","2","none","auto","M","9","interview-planning-rubric","Localize the early-career candidate agenda like the debrief run-of-show"
"413","2","none","auto","M","9","interview-planning-rubric","Stamp unfed rubric axes on the prep pack from the run-of-show"
"428","2","none","auto","M","9","jd-intake-brief-logic","Render and edit roleFamily with its spine provenance"
"439","2","none","auto","M","9","jd-ledger","Page the JD ledger past the first 100 rows"
"462","2","none","auto","M","9","jobs-api","Page GET /api/jobs with offset so truncated roles are reachable"
"466","2","none","auto","M","9","jobs-candidates-compare","Split the Fair Rank audit by track and drop KO-failed rows"
"470","2","none","auto","M","9","jobs-intake","Restrict fairness_check to eligible candidates per track"
"473","2","none","auto","M","9","jobs-posting-campaign","Restore a campaign-pack surface on the posting modal"
"478","2","none","auto","M","9","jobs-rediscovery","Dismiss on the on-demand panel and honor standing-feed dismissals"
"480","2","none","auto","M","9","jobs-table-core","Drive the Jobs pager from GET /api/jobs offset"
"486","2","none","auto","M","9","org-management-api","Supersede prior pending invites when reminting the same email"
"489","2","none","auto","M","9","org-workspace-management","Persist org name and currency on the organization row"
"498","2","none","auto","M","9","architecture-diagrams-explorer","Render remaining committed PlantUML diagrams on /diagrams"
"514","2","none","auto","M","9","integrations-settings","Add an ATS field-map editor to the connections panel"
"516","2","none","auto","M","9","integrations-settings","Show the webhook delivery ledger and Retry due on the panel"
"559","2","none","auto","M","9","chat-markdown-icons","Render assistant chat bubbles through Markdown"
"567","2","none","auto","M","9","jd-template-engine","Add location and workMode JD template placeholders"
"598","2","none","auto","M","9","eval-voice","Add German and French Piper voices to the spoken eval plane"
"616","2","none","auto","M","9","voice-interview-session","Detect de/fr in language-lock the way cs/en already are"
"630","2","none","auto","M","9","e2e-suite","Cover the seek-intent onboarding fork through /me"
"639","2","none","auto","M","9","shell-companion","Add a thread switcher over GET /api/companion/threads"
"640","2","none","auto","M","9","shell-companion","Add memory-consent controls to CompanionSettingsMenu"
"659","2","none","auto","M","9","shell-setup-pipeline","Refuse presets that drop occupied stages"
"668","2","none","auto","M","9","shell-simulation-dock","Bind Space and N as presenter keys for pause, next, and stop"
"678","2","none","auto","M","9","shell-tasks","Fire a desktop notification when a hidden-tab task completes"
"694","2","none","auto","M","9","spark-landing-shell","Hide or relabel the hero demo CTA when this deploy cannot run the walk"
"697","2","none","auto","M","9","spark-trust-market","Render advertised-versus-earned salary spread on Market Pulse"
"706","2","none","auto","M","9","workspace-shell-core","Persist the active tab across reload in sessionStorage"
"1","2","none","auto","M","8","agent-hire-app-master","Persist pairing nonces so a restart does not burn an approved claim"
"2","2","none","auto","M","8","agent-hire-app-master","Stamp catalogSource onto the persisted agent-fit envelope"
"6","2","none","auto","M","8","app-master-bench","Extend personas-contract to the tick and report surfaces the driver calls"
"10","2","none","auto","M","8","companion-ai","Register companion_digest as a scheduler job so summaries are actually periodic"
"11","2","none","auto","M","8","companion-ai","Refresh a proposal outcome from the task ref it already stores"
"12","2","none","auto","M","8","companion-ai","Add a mint-schedule-invite companion action on the existing invite rails"
"21","2","none","auto","M","8","eval-harness","Extend fault_eval to the rematch match_reasoning seam"
"24","2","none","auto","M","8","llm-api","Add a phase-scoped sim reset so one step can be replayed"
"33","2","none","auto","M","8","llm-layer","Add profile_draft bench scenarios the extension comment already names"
"37","2","none","auto","M","8","models-keys-and-routing","Expose maxTokens and timeoutS on each routing row"
"41","2","none","auto","M","8","pipeline-core","Run seed_jobs through resolve_provider instead of ClaudeCliProvider"
"52","2","none","auto","M","8","tests-llm-eval","Run FaultProvider against complete_document / cv_analysis"
"68","2","none","auto","M","8","analytics-calibration","Count stage transitions so filed-at-stage is not movement"
"72","2","none","auto","M","8","analytics-dashboard","Server-side by-role lookup so seat 13 is findable"
"73","2","none","auto","M","8","analytics-dashboard","Show Market Pulse salary band beside org-benchmark rates"
"76","2","none","auto","M","8","analytics-sections","Deep-link the decision-log subject search with ?dq="
"104","2","none","auto","M","8","billing-plan-and-spend","Confirm pack checkout when credits land, not when plan leaves Free"
"120","2","none","auto","M","8","application-status-page","Show recorded rejection-feedback bullets on the not-selected card"
"124","2","none","auto","M","8","candidate-apply-api","Record last answered step on apply_sessions for drop-off"
"139","2","none","auto","M","8","quick-apply-flow","Offer post-accept gap follow-up on the quick-apply done card"
"142","2","none","auto","M","8","candidate-profile","Collapse a saved profile and its source analysis into one matrix chip"
"143","2","none","auto","M","8","candidate-profile","Pin two matrix chips for a side-by-side shortlist comparison"
"145","2","none","auto","M","8","candidate-rediscovery","Thread matchedSkills onto Rediscovered so why-now names skill adjacency"
"146","2","none","auto","M","8","candidate-rediscovery","Add a band-limited recency boost to rediscovery rank"
"147","2","none","auto","M","8","candidate-rediscovery","Add rediscovery chapters to the candidate timeline"
"175","2","none","auto","M","8","matrix-grid","Overlay silver-medalist alerts on matching cells"
"176","2","none","auto","M","8","matrix-grid","Filter the fit grid by knockout reason"
"184","2","none","auto","M","8","comms-dispatch-relay","Attach an .ics calendar hold to interview confirmation letters"
"192","2","none","auto","M","8","consent-erasure-privacy","Classify each workspace's live privacy risk from processors it actually engages"
"196","2","none","auto","M","8","gdpr-data-erasure-page","List messages, offers and work samples in What we hold when they exist"
"200","2","none","auto","M","8","analyze-engine","Accept pasted CV text as a synthetic .txt variant"
"205","2","none","auto","M","8","cv-analysis-api","Filter listAnalyses by q, family, seniority, and disposition on the server"
"218","2","none","auto","M","8","results-core","Compare the same CV across JDs from listAnalysesByCvHash"
"270","2","none","auto","M","8","feedback-status-primitives","Portal Tooltip so overflow-hidden ancestors cannot clip it"
"277","2","none","auto","M","8","table-components","Drive shared tables from a typed column-spec object"
"279","2","none","auto","M","8","table-components","Add multi-select mode to ColumnFilter"
"283","2","none","auto","M","8","ui-recipes-and-layout","Export useDateFormat shapes for server and .ts callers"
"288","2","none","auto","M","8","casesim-evaluator","Pass --lang into evaluate-submission so locale signals are gated"
"289","2","none","auto","M","8","casesim-evaluator","Restore gamer persona and baseline.json on the worksurface round"
"303","2","none","auto","M","8","devcase-lifecycle-api","Code remaining English refusals on lifecycle doors"
"333","2","none","auto","M","8","autonomy-control-room","Record calibration outcomes from a pipeline-entry picker"
"341","2","none","auto","M","8","group-eval-comparison","Persist group-eval governance mode per workspace"
"346","2","none","auto","M","8","offer-response-page","Capture an optional decline reason on the public offer page"
"364","2","none","auto","M","8","pipeline-board-ui","Add an aging queue to the Today rail"
"374","2","none","auto","M","8","pipeline-move-bulk-operations","Add AI-evaluate to the bulk action bar"
"375","2","none","auto","M","8","pipeline-move-bulk-operations","Offer a keyboard Move-to menu on beads"
"377","2","none","auto","M","8","pipeline-move-bulk-operations","Reconsider from the rejected orchard shelf"
"389","2","none","auto","M","8","calendar-scheduling","Skip public holidays in the interview zone when proposing slots"
"404","2","none","auto","M","8","schedule-interview-prep","Mint stable per-topic checklist keys instead of c-<i>"
"406","2","none","auto","M","8","schedule-interview-prep","Clamp the run-of-show to the booked interview duration"
"408","2","none","auto","M","8","schedule-interview-prep","Run a live minute clock against the run-of-show blocks"
"415","2","none","auto","M","8","interview-planning-rubric","Carry recruiter-imported questions into the early-career student plan"
"421","2","none","auto","M","8","jd-build-templates","Add German and French boilerplate lists to jd-lint"
"422","2","none","auto","M","8","jd-build-templates","Persist jd_build failures as a JD_GENERATE code, not the traceback"
"425","2","none","auto","M","8","jd-builder-templates","Persist the builder form in sessionStorage across reload"
"426","2","none","auto","M","8","jd-builder-templates","Preview the chosen template with sample tokens before Generate"
"429","2","none","auto","M","8","jd-intake-brief-logic","Let brief edit change hardness, weight, and rationale"
"431","2","none","auto","M","8","jd-intake-studio","Open an existing intake from ?intake=<id>"
"435","2","none","auto","M","8","jd-intake-studio","Search the open transcript by text"
"437","2","none","auto","M","8","jd-intake-voice","Name dictation vs live call so the composer has one mic story"
"441","2","none","auto","M","8","jd-ledger","Side-by-side diff two JD revisions"
"445","2","none","auto","M","8","jd-management-api","Accept offset on GET /api/jds so the ledger can page"
"458","2","none","auto","M","8","jobs-ai-coach-fit","Derive seniority and archetype patterns from the ranked pool"
"467","2","none","auto","M","8","jobs-candidates-compare","Show per-competency human vs AI ratings on the compare table"
"468","2","none","auto","M","8","jobs-candidates-compare","Overlay evidence quotes for a chosen candidate pair"
"475","2","none","auto","M","8","jobs-posting-campaign","Accept a careers-page URL on the Jobs ingest panel"
"481","2","none","auto","M","8","jobs-table-core","Do not client-filter filled status only on the truncated page"
"491","2","none","auto","M","8","org-workspace-management","Enforce optional org.domain as an invite allowlist"
"497","2","none","auto","M","8","organization-and-branding","Keep Organization name and Brand display name in lockstep"
"507","2","none","auto","M","8","dev-toolchain","Add a fixture suite for test-alias-loader.mjs"
"511","2","none","auto","M","8","hiring-pipeline-config","Split stacked rounds into new interview steps with one click"
"534","2","none","auto","M","8","platform-auth-api","Degrade /api/health when candidate links would use the site-url fallback origin"
"536","2","none","auto","M","8","release-pipeline","Put SHA hashes on Python SBOM components instead of name+version only"
"556","2","none","auto","M","8","workspace-member-admin","Confirm account disable the way org-remove is confirmed"
"558","2","none","auto","M","8","workspace-member-admin","Add a Resend action that mints a fresh invite for the same email and role"
"602","2","none","auto","M","8","interview-lab-harness","Show first-audio latency and turn counts on the interview lab"
"613","2","none","auto","M","8","voice-interview-components","Add a pre-call speaker check before minting provider credentials"
"625","2","none","auto","M","8","about-product","Add pause and replay controls to About scene clocks"
"626","2","none","auto","M","8","app-shell-brand","Let ErrorBoundary report the crash via /api/feedback"
"633","2","none","auto","M","8","e2e-suite","Pin wizard draft resume across a reload"
"635","2","none","auto","M","8","setup-studio","Lift setup-studio COPY into the four locale catalogs"
"649","2","none","auto","M","8","shell-nav","Implement arrow-key roving on the section tablist"
"657","2","none","auto","M","8","shell-palette-preview","Preview Candi with open-proposal count"
"665","2","none","auto","M","8","shell-setup-wizard","Tell seekers how to become a hiring workspace later"
"669","2","none","auto","M","8","shell-simulation-dock","Add jd_build and group_eval tiles to the ops automations deck"
"672","2","none","auto","M","8","shell-simulation-dock","Add a keyless e2e beat for dock Escape and toolbar roving focus"
"679","2","none","auto","M","8","shell-tasks","Sync Tasks tab filters onto ?status, ?kind, and ?q"
"167","2","policy-tighten","auto","S","9","candidate-matching-api","Rate-limit GET /api/matrix like POST /api/match"
"455","2","policy-tighten","auto","S","9","job-intake-schema","Refuse loopback and private URLs in fetchPostingText"
"535","2","policy-tighten","auto","S","9","release-pipeline","Require NEXT_PUBLIC_APP_BASE_URL in the chart env contract when ingress is on"
"540","2","policy-tighten","auto","S","9","review-gates","Count requireCapability as an auth posture in constitution"
"541","2","policy-tighten","auto","S","9","review-gates","Re-run route-auth-posture when an existing route.ts gains a new HTTP export"
"42","2","policy-tighten","auto","S","8","pipeline-core","Default a TTL when KP_LOG_PROMPTS is on"
"60","2","policy-tighten","auto","S","8","analytics-api","Rate-limit GET /api/analytics like the other expensive reads"
"332","2","policy-tighten","auto","S","8","autonomy-control-room","Require a reason when approving a human gate from /control"
"500","2","policy-tighten","auto","S","8","ci-doc-gates","Ratchet undeclared API header contracts instead of a note"
"501","2","policy-tighten","auto","S","8","ci-doc-gates","Extend the English-error-leak scan to interview, status, and diagrams"
"506","2","policy-tighten","auto","S","8","dev-toolchain","Ratchet pg-portability-audit dialect-site count"
"519","2","policy-tighten","auto","S","8","lint-quality-gates","Extend ts-ratchet ROOTS to scripts/"
"520","2","policy-tighten","auto","S","8","lint-quality-gates","Walk packages/ and edge/ in design:check shade parity"
"538","2","policy-tighten","auto","S","8","release-pipeline","Pin KP_TRUSTED_PROXY in the chart when ingress is enabled"
"539","2","policy-tighten","auto","S","8","release-pipeline","Fail commit:check when a dispatch commit omits Agent-* trailers"
"543","2","policy-tighten","auto","S","8","review-gates","Block new public routes that spawn or fetch without rateLimit"
"544","2","policy-tighten","auto","S","8","review-gates","Surface a truncated agent-review diff as a blocking finding, not a parenthetical"
"330","2","policy-tighten","auto","M","9","autonomy-control-room","Refuse the policy-pass door while the kill switch is paused"
"562","2","contract","auto","S","9","group-eval-shared","Fold the job id into the arm deep-link grammar"
"47","2","contract","auto","S","8","tests-companion-voice","Pin repo_scan production path uses with_repo_access"
"90","2","contract","auto","S","8","ats-sync-egress","Carry consent status and expiry on the kp.ats.v1 candidate record"
"101","2","contract","auto","S","8","billing-api","Put remaining and suggestedAction on BILLING_QUOTA_EXCEEDED"
"115","2","contract","auto","S","8","channels-comms-api","Serve a lean open-roles projection for the Channels tab"
"453","2","contract","auto","S","8","job-intake-schema","Project a stored Job onto RoleSpec at the trust boundary"
"456","2","contract","auto","S","8","job-intake-schema","Distinguish JS-empty careers pages from a fetch failure"
"464","2","contract","auto","S","8","jobs-api","Expose GET /api/jobs/[id]/rolespec from the stored payload"
"532","2","contract","auto","S","8","platform-auth-api","Cap POST /api/workspaces body the way login already caps its public door"
"570","2","contract","auto","S","8","match-presentation-components","Carry an error code on ReasoningState"
"572","2","contract","auto","S","8","match-score-shared-types","Type ReasoningState failures as codes"
"631","2","contract","auto","S","8","e2e-suite","Enrol jobseeker-keyless in KEYLESS_SPECS"
"162","2","contract","auto","M","9","candidate-matching","Emit per-cell confidence and provenance from matrix_cli"
"590","2","contract","auto","M","9","shared-api-utilities","Return limiter resetAt and send retryAfterSeconds"
"30","2","contract","auto","M","8","llm-layer","Expand gateway USE_CASE_SCHEMAS past match_reasoning"
"86","2","contract","auto","M","8","ats-api","Add inbound ATS connection test at POST /api/ats/connections/test"
"87","2","contract","auto","M","8","ats-api","Add cursor-paginated GET /api/ats/candidates for ATS pull sync"
"125","2","contract","auto","M","8","candidate-apply-api","Answer invite redeem refusals with jsonRefusal codes"
"361","2","contract","auto","M","8","pipeline-api","Join jobs.seniority onto the board-entry projection"
"487","2","contract","auto","M","8","org-management-api","Return machine codes for remaining member and invite refusals"
"530","2","contract","auto","M","8","platform-auth-api","Replace jsonError catches on workspaces and switch-workspace with safeJsonError"
"561","2","contract","auto","M","8","chat-markdown-icons","Round-trip fences and rules in markdown-html"
"629","2","contract","auto","M","8","e2e-suite","Add a keyless About-tab spec for chapter deep-links"
"355","2","direction","human","S","9","pipeline-actions-events","Stop coloring beads by inferred gender"
"275","2","direction","human","M","8","glyph-system","Trace a MotionizedGlyph for the Agents empty state"
"585","2","direction","human","M","8","puml-diagram","Theme PlantUML database, cloud, and note fills"
"597","2","architecture","human","S","8","shared-client-hooks","Avoid first-paint motion under reduce-motion"
"581","2","architecture","human","M","8","pipeline-entry-types","Key stage help by role for custom columns"
"318","3","none","auto","S","8","devcase-session-api","Cap active session lifetime in session-limits"
"548","3","none","auto","S","8","security-agent-gates","Add an Azure OpenAI key shape to SECRET_PATTERNS to match the stated table"
"621","3","none","auto","S","8","voice-provider-io","Pin OpenAI Realtime output language and voice to the candidate locale"
"89","3","none","auto","M","10","ats-sync-egress","Write ingestInboundCandidate to file mapped ATS applications"
"612","3","none","auto","M","10","voice-interview-components","Pin agent language to all four locales, not only cs/en"
"7","3","none","auto","M","9","app-master-bench-scenarios","Drive every scenarios/*.json serially in the soak night"
"63","3","none","auto","M","9","analytics-api","Scope GET /api/analytics to one job via ?job="
"98","3","none","auto","M","9","billing-api","Stamp Polar checkout with the org's existing customer id"
"110","3","none","auto","M","9","candidate-channels-ui","Add a pull-source editor on each receiver row"
"131","3","none","auto","M","9","candidate-status-api","Include live schedule and offer tokens in the status projection"
"183","3","none","auto","M","9","comms-dispatch-relay","Persist envelope messageId on the outbox row for resend idempotency"
"209","3","none","auto","M","9","cv-analysis-archetypes","Re-score a saved analysis against the current JD from the persisted profile"
"210","3","none","auto","M","9","cv-analysis-archetypes","Emit must/nice/learnable on jobFit missing skills from the structured job"
"231","3","none","auto","M","9","screening-fairness","Compute four-fifths on archetype selection rates from pipeline_entries"
"250","3","none","auto","M","9","db-org-users-channels","Widen campaign_packs PK to include workspace_id"
"258","3","none","auto","M","9","db-profiles-analyses-store","Stamp analyses.candidate_id so erasure does not match on label"
"259","3","none","auto","M","9","db-profiles-analyses-store","Add a retention sweeper for analyses and profiles without a live entry"
"290","3","none","auto","M","9","devcase-candidate-apply","Expire apply tokens from posting created_at after the assignment SLA"
"294","3","none","auto","M","9","devcase-core","Score mid-flight adaptation on the repo-link evaluation path"
"297","3","none","auto","M","9","devcase-eval","Surface arrival-batch cardinality on the integrity strip"
"301","3","none","auto","M","9","devcase-lifecycle","Let a recruiter rotate a leaked apply token without closing intake"
"316","3","none","auto","M","9","devcase-session-api","Token-authenticated candidate GET of own session projection"
"323","3","none","auto","M","9","github-repo-intelligence","Include forked repositories in GitHub job-fit evidence"
"373","3","none","auto","M","9","pipeline-move-bulk-operations","Drag beads between stations with the existing move machine"
"387","3","none","auto","M","9","calendar-scheduling","Auto-create a Google Meet link on calendar event write"
"409","3","none","auto","M","9","interview-execution-scoring","Regenerate a stale prep pack before composing the voice brief"
"430","3","none","auto","M","9","jd-intake-brief-logic","Stamp a supersedes pointer when promoting over an attached JD"
"443","3","none","auto","M","9","jd-library-core","Re-run analyses scored before the JD's last edit"
"447","3","none","auto","M","9","jd-management-api","Archive must stop Apply when the linked job is still open"
"452","3","none","auto","M","9","job-intake-schema","Rescore in-flight entries when insertJob rewrites a live role"
"457","3","none","auto","M","9","jobs-ai-coach-fit","Thread role-pattern priorities into rankPoolForJob"
"509","3","none","auto","M","9","hiring-pipeline-config","Edit the org-baseline hiring plan from Settings â†’ Hiring"
"515","3","none","auto","M","9","integrations-settings","Add an inbound ATS test-connection action"
"550","3","none","auto","M","9","workspace-config-api","Add POST /api/profile/candidates bulk import of v2 intake profiles"
"601","3","none","auto","M","9","interview-lab-harness","Mint a candidate-mode simulate session so the lab A/B runs our brief"
"674","3","none","auto","M","9","shell-simulation-engine","Let a presenter replay or start from one SIM_PHASE"
"65","3","none","auto","M","8","analytics-calibration","Add hire-axis candidate drilldown to calibration score bands"
"75","3","none","auto","M","8","analytics-metrics","Add a per-stage dwell goal the dwell bars can judge against"
"84","3","none","auto","M","8","ops-observability","Add a rate-limited POST /api/contact sales form"
"107","3","none","auto","M","8","billing-subscriptions","Reserve in-flight interview minutes and case designs in meterGate"
"132","3","none","auto","M","8","candidate-status-api","Include erasure and opt-out tokens in the status projection"
"206","3","none","auto","M","8","cv-analysis-api","Run the GitHub deep-dive as a background task like CV analysis"
"211","3","none","auto","M","8","cv-analysis-archetypes","Refresh pipeline_entries.match_score when a job-matched analysis is saved"
"216","3","none","auto","M","8","cv-extraction","Split missing_skills by authored requirement kind in the analysis model"
"274","3","none","auto","M","8","form-controls","Add multi-select mode to Select"
"321","3","none","auto","M","8","devcase-workspace","Clone an approved assignment as a starting point for a similar role"
"344","3","none","auto","M","8","hiring-decisions-offers","Let a recruiter withdraw an extended offer without waiting for expiry"
"376","3","none","auto","M","8","pipeline-move-bulk-operations","Add bulk hold into the Decisions queue"
"380","3","none","auto","M","8","pipeline-scheduler-sla","Hydrate an existing self-scheduling invite before minting"
"384","3","none","auto","M","8","task-automation-engine","Add a job-scoped run-policy command"
"402","3","none","auto","M","8","schedule-calendar-invites","Paint connected-calendar busy on the recruiter week grid"
"411","3","none","auto","M","8","interview-execution-scoring","Remind unused AI-interview links before the 7-day capability TTL"
"427","3","none","auto","M","8","jd-builder-templates","Save-as-draft should ingest a matchable job, matching Generate"
"446","3","none","auto","M","8","jd-management-api","Add a posting-to-JD ingest so imported ads become drafts"
"454","3","none","auto","M","8","job-intake-schema","Persist a recruiter-set salary band with source manual"
"459","3","none","auto","M","8","jobs-ai-coach-fit","Apply coach levers as structured job-field patches"
"476","3","none","auto","M","8","jobs-posting-campaign","Generate campaign packs for each posting language on publish"
